lead_time,retweet_count,username,updated_at,like_count,text,annotation_id,created_at,id,Unnamed: 0,sentiment,annotator
1.513,0.0,tanyakanrl,2023-02-27T15:19:46.999358Z,1.0,💚 gimana caranya buat tetep peduli sama orang yang bahkan ga nganggep kita ada? Masalahnya ini orang gabisa dijauhin karena masih keluarga🥲,2528.0,2023-02-27T15:19:46.999358Z,2703.0,106.0,Positive,1.0
0.901,1.0,tanyakanrl,2023-02-27T15:19:48.220021Z,30.0,Tanyarl. Guys plss saran caption Poto di pantai https://t.co/iJsiyOTzJX,2529.0,2023-02-27T15:19:48.220021Z,2704.0,107.0,Negative,1.0
0.936,0.0,tanyakanrl,2023-02-27T15:19:49.457922Z,1.0,💚 cw // benjolan di muka,,,,,,
kira kira kena biaya berapa ya untuk sekedar konsul atau sekalian operasi?,,,,,,,,,,,
TIA 🤍 https://t.co/WZdfzIxNCD,2530.0,2023-02-27T15:19:49.457922Z,2705,108.0,Negative,1.0,,,,,
1.915,0.0,tanyakanrl,2023-02-27T15:19:51.657056Z,1.0,tanyarl di dom kalian gledeknya lagi jedar jeder ga ges??,2531.0,2023-02-27T15:19:51.657056Z,2706.0,109.0,Positive,1.0
1.406,0.0,tanyakanrl,2023-02-27T15:19:53.500520Z,4.0,Tanyarl cara meratakan warna kulit biar gak belang gimana ya😇😇,2532.0,2023-02-27T15:19:53.500520Z,2707.0,110.0,Positive,1.0
1.193,9.0,tanyakanrl,2023-02-27T15:19:55.437819Z,167.0,gaisss bagus ga?? puas bgtt tauu,,,,,,
awalnya kek deg deg gtuuu krna beli onlen 💚 https://t.co/P29OxQxjlB,2533.0,2023-02-27T15:19:55.437819Z,2708,111.0,Negative,1.0,,,,,
1.487,0.0,tanyakanrl,2023-02-27T15:19:57.558611Z,3.0,💚 kerjaan mu sekarang ini kalo disabarin aja bisa kaya ga?,2534.0,2023-02-27T15:19:57.558611Z,2709.0,112.0,Positive,1.0
1.03,0.0,tanyakanrl,2023-02-27T15:19:59.953229Z,4.0,💚 gais kasih tau dong di bangku mana kita bisa liat view yang bagus dari kereta jkt-jogja. Soalnya sender baru pert… https://t.co/VPtaE7AMZK,2535.0,2023-02-27T15:19:59.953229Z,2710.0,113.0,Negative,1.0
1.222,6.0,tanyakanrl,2023-02-27T15:20:01.547224Z,2.0,ini https://t.co/a7KwaVhaaW,2536.0,2023-02-27T15:20:01.547224Z,2711.0,114.0,Negative,1.0
1.414,248.0,tanyakanrl,2023-02-27T15:20:03.296196Z,40.0,LAGI OPFOLL👇🏻👇🏻👇🏻,,,,,,
‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️,,,,,,,,,,,
•𝙍𝙏 𝙩𝙬𝙚𝙚𝙩 𝙙𝙞𝙗𝙖𝙬𝙖𝙝 ,,,,,,,,,,,
• 𝙍𝙏 𝙩𝙬𝙚𝙚𝙩 ini,,,,,,,,,,,
"tag base, good luck ",,,,,,,,,,,
https://t.co/vMjxSfpFpb,2537.0,2023-02-27T15:20:03.296196Z,2712,115.0,Negative,1.0,,,,,
1.468,0.0,tanyakanrl,2023-02-27T15:20:05.160245Z,1.0,pantengin,2538.0,2023-02-27T15:20:05.160245Z,2713.0,116.0,Positive,1.0
1.86,8.0,tanyakanrl,2023-02-27T15:20:07.359058Z,45.0,OPFOL YUKKKkkkk,,,,,,
🤔🤔🤔🤔🤔🤔,2539.0,2023-02-27T15:20:07.359058Z,2714,117.0,Positive,1.0,,,,,
4.636,0.0,tanyakanrl,2023-02-27T15:20:18.066127Z,0.0,done,2540.0,2023-02-27T15:20:08.463994Z,2715.0,118.0,Positive,1.0
2.229,2.0,tanyakanrl,2023-02-27T15:20:21.691425Z,6.0,ini https://t.co/1NlgJefVp9,2541.0,2023-02-27T15:20:21.691425Z,2716.0,119.0,Negative,1.0
1.575,179.0,tanyakanrl,2023-02-27T15:20:23.616078Z,28.0,LAGI OPFOLL👇🏻👇🏻👇🏻,,,,,,
‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️,,,,,,,,,,,
•𝙍𝙏 𝙩𝙬𝙚𝙚𝙩 𝙙𝙞𝙗𝙖𝙬𝙖𝙝 ,,,,,,,,,,,
• 𝙍𝙏 𝙩𝙬𝙚𝙚𝙩 ini,,,,,,,,,,,
"tag base, good luck ",,,,,,,,,,,
https://t.co/JMylLndv1L,2542.0,2023-02-27T15:20:23.616078Z,2717,120.0,Negative,1.0,,,,,
1.55,1.0,tanyakanrl,2023-02-27T15:20:25.558876Z,6.0,pantenginn,2543.0,2023-02-27T15:20:25.558876Z,2718.0,121.0,Positive,1.0
