annotator,updated_at,annotation_id,sentiment,retweet_count,text,like_count,Unnamed: 0,lead_time,created_at,id,username
1,2023-02-27T05:50:28.017877Z,1155,Neutral,5842,RT @tanyarlfes: 💚 kalian percaya nggak kalau dunia paralel itu ada dan kadang bersinggungan dengan kita? drop pendapat/cerita kalian guys.…,0,131,2.53,2023-02-27T05:50:28.017877Z,1332,GajahDu69356383
1,2023-02-27T05:50:29.431253Z,1156,Neutral,0,@fazataf @tanyarlfes Share lah,0,132,1.059,2023-02-27T05:50:29.431253Z,1333,GajahDu69356383
1,2023-02-27T05:50:30.895884Z,1157,Negative,594,RT @ForRecomd: Ide kamar sejuta umat 

A Thread https://t.co/C8JbYjHVt5,0,133,1.12,2023-02-27T05:50:30.895884Z,1334,GajahDu69356383
1,2023-02-27T05:50:32.927791Z,1158,Neutral,0,@sbyfess Turu e kemiringen yo ngene iki,0,134,1.707,2023-02-27T05:50:32.927791Z,1335,GajahDu69356383
1,2023-02-27T05:50:34.394082Z,1159,Neutral,0,@sbyfess Zaman gni msih percaya gituan🤣🤣🤣lawak2,0,135,1.135,2023-02-27T05:50:34.394082Z,1336,GajahDu69356383
1,2023-02-27T05:50:35.727572Z,1160,Neutral,0,@sbyfess GAK LOGIS, DAN SANGAT WAJAR LU MARAH. GW SBG COWP, DUKUNG LU,0,136,1.005,2023-02-27T05:50:35.727572Z,1337,GajahDu69356383
1,2023-02-27T05:50:36.842622Z,1161,Neutral,0,@mlbbfess Loctus,0,137,0.715,2023-02-27T05:50:36.842622Z,1338,GajahDu69356383
1,2023-02-27T05:50:37.887562Z,1162,Neutral,0,@mlbbfess Bner bgt cuy🤣. Salam user ceci,0,138,0.691,2023-02-27T05:50:37.887562Z,1339,GajahDu69356383
1,2023-02-27T05:50:41.697593Z,1163,Negative,0,@LazterTopFeed WOMAN EMG GADA OTAK, WOMAN EMG TOLOL, WOMAN AJG,0,139,1.4060000000000001,2023-02-27T05:50:39.117579Z,1340,GajahDu69356383
1,2023-02-27T05:50:49.677530Z,1164,Negative,0,@LazterTopFeed GA SALAH. LU EMG TOLOL, GOBLOK, GA ADA OTAK, MATI AJA NGENTOD. LU PANTAS MATI DI EWE 100 ORANG DIGILIR SAMPE LU MATI NANGIS2.,0,140,2.685,2023-02-27T05:50:44.921015Z,1341,GajahDu69356383
1,2023-02-27T05:50:51.777857Z,1165,Negative,184,RT @checkoutshopi_: - A Thread - 

Ide Dekorasi Kamar Aesthetic Low Budget 😍😍 https://t.co/DdG92Rr0h4,0,141,1.078,2023-02-27T05:50:51.777857Z,1342,GajahDu69356383
1,2023-02-27T05:50:53.848402Z,1166,Negative,0,@convomfs Dri dlu jga penuh blok,0,142,1.765,2023-02-27T05:50:53.848402Z,1343,GajahDu69356383
1,2023-02-27T05:50:54.967711Z,1167,Negative,1211,RT @kochengfs: 🐈 Cobain ges😂 https://t.co/KpDyt6XJ9T,0,143,0.775,2023-02-27T05:50:54.967711Z,1344,GajahDu69356383
1,2023-02-27T05:50:55.901722Z,1168,Negative,0,@convomfs https://t.co/tukn3Ndtv9,0,144,0.599,2023-02-27T05:50:55.901722Z,1345,GajahDu69356383
1,2023-02-27T05:50:58.623286Z,1169,Neutral,0,@tanyarlfes Mangga,0,145,2.366,2023-02-27T05:50:58.623286Z,1346,GajahDu69356383
1,2023-02-27T05:51:00.501442Z,1170,Neutral,0,@tanyarlfes Azab,0,146,1.518,2023-02-27T05:51:00.501442Z,1347,GajahDu69356383
1,2023-02-27T05:51:13.002508Z,1171,Neutral,0,@JawaTimurFess Ga ngoros,0,147,12.052,2023-02-27T05:51:13.002508Z,1348,GajahDu69356383
1,2023-02-27T05:51:14.881624Z,1172,Negative,0,@sbyfess Kebalik gulu mu a cok,0,148,1.488,2023-02-27T05:51:14.881624Z,1349,GajahDu69356383
1,2023-02-27T05:51:17.240825Z,1173,Neutral,0,@kattybluw @lizenluv @convomfs BACA N PAHAMI,0,149,1.985,2023-02-27T05:51:17.240825Z,1350,GajahDu69356383
1,2023-02-27T05:51:18.547673Z,1174,Negative,0,@NgatmoMbilung Wedok ancene jancok kok,0,150,0.935,2023-02-27T05:51:18.547673Z,1351,GajahDu69356383
1,2023-02-27T05:51:20.297755Z,1175,Neutral,0,@barrabavraz @darjofess Sorry bru bles, baru sembuh,0,151,1.381,2023-02-27T05:51:20.297755Z,1352,GajahDu69356383
1,2023-02-27T05:51:21.674366Z,1176,Neutral,0,@barrabavraz @darjofess Daftar dlu tapi, nik sama sandi harus ingat,0,152,1.003,2023-02-27T05:51:21.674366Z,1353,GajahDu69356383
1,2023-02-27T05:51:22.747916Z,1177,Neutral,0,@barrabavraz @darjofess Iya perpanjang, ttep,0,153,0.749,2023-02-27T05:51:22.747916Z,1354,GajahDu69356383
1,2023-02-27T05:51:24.373428Z,1178,Neutral,0,@itsmemizuka Jngan lupa ntar malem Indonesia vs france 00.00 indosiar,0,154,1.237,2023-02-27T05:51:24.373428Z,1355,GajahDu69356383
1,2023-02-27T05:51:28.910825Z,1179,Negative,3251,RT @itsmemizuka: inpo bokep yg ada alur ceritanya 😭,0,155,2.5140000000000002,2023-02-27T05:51:25.545532Z,1356,GajahDu69356383
1,2023-02-27T05:51:32.359117Z,1180,Neutral,0,@convomfs Lawak,0,156,2.056,2023-02-27T05:51:32.359117Z,1357,GajahDu69356383
1,2023-02-27T05:51:33.643824Z,1181,Neutral,0,@mlbbfess @NajwaShihab Join mbak nana,0,157,0.934,2023-02-27T05:51:33.643824Z,1358,GajahDu69356383
1,2023-02-27T05:51:34.707911Z,1182,Neutral,0,@mlbbfess @NajwaShihab,0,158,0.71,2023-02-27T05:51:34.707911Z,1359,GajahDu69356383
1,2023-02-27T05:51:35.807911Z,1183,Neutral,0,@tanyarlfes Pkai kagebunshin aja. Nah klon mu sruh skolah, lu d rmah.,0,159,0.683,2023-02-27T05:51:35.807911Z,1360,GajahDu69356383
1,2023-02-27T05:51:36.828804Z,1184,Neutral,0,@sbyfess Banyak kok, yg gtu,0,160,0.674,2023-02-27T05:51:36.828804Z,1361,GajahDu69356383
1,2023-02-27T05:51:37.697567Z,1185,Neutral,0,@mlbbfess Ikut,0,161,0.526,2023-02-27T05:51:37.697567Z,1362,GajahDu69356383
1,2023-02-27T05:51:39.277962Z,1186,Neutral,0,@tanyakanrl Pew pew,0,162,1.236,2023-02-27T05:51:39.277962Z,1363,GajahDu69356383
1,2023-02-27T05:51:41.877589Z,1187,Neutral,0,@tanyarlfes Titipin aja anaknya ke panti, biar ga ngerasa bersalah,0,163,2.276,2023-02-27T05:51:41.877589Z,1364,GajahDu69356383
1,2023-02-27T05:51:43.017602Z,1188,Neutral,0,@Nindiyaa_ @sbyfess Sehun,1,164,0.78,2023-02-27T05:51:43.017602Z,1365,GajahDu69356383
1,2023-02-27T05:51:45.437745Z,1189,Neutral,0,@convomfs Ke dlam rumah, itu dri awal masuk gw liatin trus tuh. Itu bayangan tdi jalan masuk nya , ga terbang gtu. Trus gatau kemana, lupa.,0,165,2.093,2023-02-27T05:51:45.437745Z,1366,GajahDu69356383
1,2023-02-27T05:51:46.952886Z,1190,Negative,0,@convomfs Dlu pas tk, gw kan di ruang tamu sendirian nonton TV. Ortu gw kluar, dan waktu itu msih ada nenek tapi di… https://t.co/ArVPKI3kKv,0,166,1.199,2023-02-27T05:51:46.952886Z,1367,GajahDu69356383
1,2023-02-27T05:51:49.308003Z,1191,Neutral,0,@mlbbfess Loh ayo mangga,0,167,1.961,2023-02-27T05:51:49.308003Z,1368,GajahDu69356383
1,2023-02-27T05:51:52.412791Z,1192,Negative,0,@tanyarlfes Lu lebih pantas mati sih, sumpah.,0,168,2.778,2023-02-27T05:51:52.412791Z,1369,GajahDu69356383
1,2023-02-27T05:51:56.147578Z,1193,Neutral,0,@mlbbfess Karepmu pokok ra nguntal gapuro,0,169,3.419,2023-02-27T05:51:56.147578Z,1370,GajahDu69356383
1,2023-02-27T05:51:57.931890Z,1194,Neutral,0,@sbyfess Tega,0,170,1.461,2023-02-27T05:51:57.931890Z,1371,GajahDu69356383
1,2023-02-27T05:51:59.170586Z,1195,Negative,544,RT @maharanilyss: Stiker WA Dino Gembul

~a thread~ https://t.co/Mm45oVDuwd,0,171,0.917,2023-02-27T05:51:59.170586Z,1372,GajahDu69356383
1,2023-02-27T05:52:00.981958Z,1196,Neutral,0,@mlbbfess Emang ya paling bner moonton nyediain 20 tempat hero banned,0,172,1.464,2023-02-27T05:52:00.981958Z,1373,GajahDu69356383
1,2023-02-27T05:52:02.707906Z,1197,Neutral,0,@mlbbfess Menkt,0,173,1.365,2023-02-27T05:52:02.707906Z,1374,GajahDu69356383
1,2023-02-27T05:52:04.010320Z,1198,Negative,0,@totegi @recehtapisayng Yg bermasalah mereka, yg kena semua kampung. Lu waras? Apa emang lo gada otak? Gw jga orang… https://t.co/77NDGqnmL7,0,174,0.929,2023-02-27T05:52:04.010320Z,1375,GajahDu69356383
1,2023-02-27T05:52:05.927704Z,1199,Negative,0,@tanyarlfes Cuma satu sih, LU MATI AJA NGENTOD. GA JELAS BANGET JDI ORANG, KONTOL. CEWE JAHANAM BABI,0,175,1.528,2023-02-27T05:52:05.927704Z,1376,GajahDu69356383
1,2023-02-27T05:52:07.115804Z,1200,Negative,4786,RT @kochengfs: 🐈 kalo kucing kalian nemu tikus, biasanya tikusnya diapain sama kucing kalian? https://t.co/hpsODRyeJi,0,176,0.743,2023-02-27T05:52:07.115804Z,1377,GajahDu69356383
1,2023-02-27T05:52:08.472582Z,1201,Negative,0,@sbyfess Lpo cewe saiki roto2 ga perawan,0,177,0.929,2023-02-27T05:52:08.472582Z,1378,GajahDu69356383
1,2023-02-27T05:52:12.577506Z,1202,Neutral,0,@sbyfess 13/11,0,178,2.057,2023-02-27T05:52:09.781464Z,1379,GajahDu69356383
1,2023-02-27T05:52:17.297747Z,1203,Negative,0,@sbyfess Ancene Koen kyok kontol kok raimu,1,179,1.358,2023-02-27T05:52:17.297747Z,1380,GajahDu69356383
1,2023-02-27T05:52:27.047992Z,1204,Neutral,0,@convomfs Haram, zina,0,180,9.396,2023-02-27T05:52:27.047992Z,1381,GajahDu69356383
1,2023-02-27T05:52:29.827952Z,1205,Neutral,0,@darjofess Perpanjang,0,181,2.339,2023-02-27T05:52:29.827952Z,1382,GajahDu69356383
1,2023-02-27T05:52:31.660038Z,1206,Negative,0,@tanyarlfes Banyak arti nya, bisa jdi Good Game. Bisa jdi Gak Guna. Dan bisa jdi GiGolo,0,182,1.424,2023-02-27T05:52:31.660038Z,1383,GajahDu69356383
1,2023-02-27T05:52:33.477550Z,1207,Neutral,0,@sbyfess Russia - jerman,0,183,1.387,2023-02-27T05:52:33.477550Z,1384,GajahDu69356383
1,2023-02-27T05:52:35.460977Z,1208,Neutral,0,@sbyfess Langsung tak rudal omah e sak wong2 omah e,0,184,1.585,2023-02-27T05:52:35.460977Z,1385,GajahDu69356383
1,2023-02-27T05:52:38.579399Z,1209,Neutral,0,@tanyarlfes Cari yg nerima lu apa ada nya. Sendiri aja dlu, jgn mikir cewek.,0,185,2.776,2023-02-27T05:52:38.579399Z,1386,GajahDu69356383
1,2023-02-27T05:52:39.847730Z,1210,Negative,0,@tanyarlfes Mending tinggalin. Blum nikah aja udh kek gtu, gimana nikah nanti mlah mikirin gengsi doang yg ada. Ser… https://t.co/Vtzdzh92jI,0,186,0.883,2023-02-27T05:52:39.847730Z,1387,GajahDu69356383
1,2023-02-27T05:52:41.669549Z,1211,Neutral,0,@tanyarlfes Mbek aku ae mas ngopi ayo.,0,187,1.453,2023-02-27T05:52:41.669549Z,1388,GajahDu69356383
1,2023-02-27T05:52:43.377499Z,1212,Neutral,0,@convomfs Kan orang luar dulu di bunuh massal, mangkanya gaada blasteran di indo. Ada pun tapi chindo,0,188,1.353,2023-02-27T05:52:43.377499Z,1389,GajahDu69356383
1,2023-02-27T05:52:45.117856Z,1213,Negative,4,RT @akun500juta: music box

https://t.co/1gYwzQiK2C https://t.co/awmc5A9RD8,0,189,1.4,2023-02-27T05:52:45.117856Z,1390,GajahDu69356383
1,2023-02-27T05:52:46.177628Z,1214,Negative,597,RT @akun500juta: PERKUMPULAN DARK JOKES

— a thread https://t.co/71F9wLRzXd,0,190,0.69,2023-02-27T05:52:46.177628Z,1391,GajahDu69356383
1,2023-02-27T05:52:49.252585Z,1215,Neutral,0,@sbyfess Maklum bedes lah ngunu a🤣🤣🤣. IKATAN KERA SAMPAH POL INI,0,191,2.693,2023-02-27T05:52:49.252585Z,1392,GajahDu69356383
1,2023-02-27T05:52:50.657636Z,1216,Neutral,0,@cungaddict @sstarlighttt_ @sbyfess Bee isi taek mas🤣,0,192,1.058,2023-02-27T05:52:50.657636Z,1393,GajahDu69356383
1,2023-02-27T05:52:51.767748Z,1217,Neutral,0,@matchajenniee @sbyfess Maklum ae, bedes lah ngunu a🤣,0,193,0.766,2023-02-27T05:52:51.767748Z,1394,GajahDu69356383
1,2023-02-27T05:52:54.562806Z,1218,Negative,0,@rerekamu @sbyfess @sbycare Wedi ta raimu cok, banci ngono. Ws nggae ulah kok Kate sengidan🤣🤣🤣,0,194,1.698,2023-02-27T05:52:54.562806Z,1395,GajahDu69356383
1,2023-02-27T05:53:00.802830Z,1219,Negative,0,@bigwinyayaya @sbyfess IKATAN KERA SAMPAH POL IYO,0,195,5.253,2023-02-27T05:53:00.802830Z,1396,GajahDu69356383
1,2023-02-27T05:53:02.697706Z,1220,Neutral,0,@tetapkriminal @sbyfess Maaf raimu, ngomong maaf gampang, mbok kiro mbek maaf isok ngobati loro ati ne wong?,0,196,1.516,2023-02-27T05:53:02.697706Z,1397,GajahDu69356383
1,2023-02-27T05:53:09.017561Z,1221,Negative,0,@xxyzAminuzz @sbyfess Koen ae a seng di rujak, praen2 mesum cok2,0,197,4.2509999999999994,2023-02-27T05:53:06.252374Z,1398,GajahDu69356383
1,2023-02-27T05:53:11.579979Z,1222,Negative,0,@sbyfess Babi,0,198,1.763,2023-02-27T05:53:11.579979Z,1399,GajahDu69356383
1,2023-02-27T05:53:14.707979Z,1223,Negative,937,RT @PridefuISin: How to make your Twitter Black and Purple 

A thread 🧵; https://t.co/11MxxsR4ov,0,199,2.649,2023-02-27T05:53:13.042840Z,1400,GajahDu69356383
