lead_time	retweet_count	username	updated_at	like_count	text	annotation_id	created_at	id	Unnamed: 0	sentiment	annotator
🤔🤔🤔🤔🤔🤔	2539	2023-02-27T15:20:07.359058Z	2714	117	Positive	1
4.636	0	tanyakanrl	2023-02-27T15:20:18.066127Z	0	done	2540	2023-02-27T15:20:08.463994Z	2715	118	Positive	1
2.229	2	tanyakanrl	2023-02-27T15:20:21.691425Z	6	ini https://t.co/1NlgJefVp9	2541	2023-02-27T15:20:21.691425Z	2716	119	Negative	1
1.575	179	tanyakanrl	2023-02-27T15:20:23.616078Z	28	LAGI OPFOLL👇🏻👇🏻👇🏻

‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️

•𝙍𝙏 𝙩𝙬𝙚𝙚𝙩 𝙙𝙞𝙗𝙖𝙬𝙖𝙝 
• 𝙍𝙏 𝙩𝙬𝙚𝙚𝙩 ini

tag base, good luck 

https://t.co/JMylLndv1L	2542	2023-02-27T15:20:23.616078Z	2717	120	Negative	1
1.55	1	tanyakanrl	2023-02-27T15:20:25.558876Z	6	pantenginn	2543	2023-02-27T15:20:25.558876Z	2718	121	Positive	1
